TimeStamp,SensorData_Name,SensorData_humidity,SensorData_temperature,SensorData_light,SensorData_barometric_pressure
2025-02-27 03:24:00+00:00,Rad_N_1_out,70.46,5.17,0.0,946.45
2025-02-27 03:24:00+00:00,Rad_S_3_in,76.02,4.83,0.0,947.58
2025-02-27 03:24:00+00:00,Rad_N_3_in,73.74,4.67,0.0,946.27
2025-02-27 03:24:00+00:00,Temp_N_2_in,56.57,6.26,0.0,947.42
2025-02-27 03:24:00+00:00,Temp_N_2_out,53.07,6.35,0.0,947.62
2025-02-27 03:24:00+00:00,Temp_S_3_in,60.94,6.25,0.0,947.07
2025-02-27 03:24:00+00:00,Temp_N_3_out,57.31,6.09,0.0,947.59
2025-02-27 03:24:00+00:00,Rad_S_1_out,75.26,4.82,0.0,947.63
2025-02-27 03:24:00+00:00,Rad_S_3_out,68.15,4.82,0.0,947.02
2025-02-27 03:24:00+00:00,Temp_S_1_out,62.62,6.19,0.0,946.45
2025-02-27 03:24:00+00:00,Rad_S_1_in,96.97,4.41,0.0,946.38
2025-02-27 03:24:00+00:00,Temp_S_2_out,59.77,6.13,0.0,946.7
2025-02-27 03:27:00+00:00,Rad_S_1_in,96.97,4.38,0.0,946.4
2025-02-27 03:27:00+00:00,Rad_S_3_out,68.34,4.79,0.0,947.04
2025-02-27 03:27:00+00:00,Rad_N_1_out,70.27,5.15,0.0,946.43
2025-02-27 03:27:00+00:00,Temp_N_3_in,60.66,6.16,0.0,947.12
2025-02-27 03:27:00+00:00,Temp_N_1_in,62.56,6.28,727.68,946.05
2025-02-27 03:27:00+00:00,Rad_S_3_in,76.11,4.83,0.0,947.53
2025-02-27 03:27:00+00:00,Temp_S_2_out,60.06,6.1,0.0,946.75
2025-02-27 03:27:00+00:00,Rad_N_3_in,74.12,4.6,0.0,946.36
2025-02-27 03:27:00+00:00,Rad_S_2_in,69.32,5.03,0.0,947.27
2025-02-27 03:27:00+00:00,Rad_S_1_out,75.45,4.82,0.0,947.65
2025-02-27 03:27:00+00:00,Temp_S_1_out,63.0,6.16,0.0,946.42
2025-02-27 03:27:00+00:00,Temp_N_3_out,57.59,6.06,0.0,947.64
2025-02-27 03:27:00+00:00,Temp_N_2_out,53.51,6.3,0.0,947.73
2025-02-27 03:27:00+00:00,Temp_S_3_out,65.09,6.1,0.0,946.95
2025-02-27 03:27:00+00:00,Temp_S_3_in,61.51,6.24,0.0,947.04
2025-02-27 03:27:00+00:00,Temp_N_2_in,57.24,6.21,0.0,947.48
2025-02-27 03:30:00+00:00,Temp_N_2_out,53.7,6.22,0.0,947.66
2025-02-27 03:30:00+00:00,Temp_N_3_in,61.1,6.14,0.0,947.09
2025-02-27 03:30:00+00:00,Temp_N_2_in,57.34,6.15,0.0,947.5
2025-02-27 03:30:00+00:00,Temp_S_1_out,63.19,6.09,0.0,946.47
2025-02-27 03:30:00+00:00,Temp_S_3_out,65.47,6.03,0.0,946.95
2025-02-27 03:30:00+00:00,Rad_S_1_out,75.83,4.75,0.0,947.65
2025-02-27 03:30:00+00:00,Temp_N_3_out,57.97,6.01,0.0,947.61
2025-02-27 03:30:00+00:00,Rad_S_2_in,69.48,4.95,0.0,947.3
2025-02-27 03:30:00+00:00,Temp_N_1_in,62.81,6.21,727.68,946.13
2025-02-27 03:30:00+00:00,Temp_S_2_out,60.25,6.03,0.0,946.78
2025-02-27 03:30:00+00:00,Rad_N_1_out,70.52,5.04,0.0,946.46
2025-02-27 03:30:00+00:00,Rad_S_3_out,68.62,4.68,0.0,947.2
2025-02-27 03:30:00+00:00,Rad_N_3_in,74.5,4.5,0.0,946.28
2025-02-27 03:30:00+00:00,Rad_S_3_in,76.3,4.75,0.0,947.66
2025-02-27 03:30:00+00:00,Rad_S_1_in,97.16,4.34,0.0,946.38
2025-02-27 03:30:00+00:00,Temp_S_3_in,61.67,6.16,0.0,947.06
2025-02-27 03:33:00+00:00,Temp_N_2_in,56.95,6.15,0.0,947.53
2025-02-27 03:33:00+00:00,Temp_S_3_in,61.19,6.16,0.0,947.11
2025-02-27 03:33:00+00:00,Temp_N_1_in,63.19,6.14,727.68,946.13
2025-02-27 03:33:00+00:00,Rad_S_3_in,76.59,4.7,0.0,947.58
2025-02-27 03:33:00+00:00,Temp_N_3_out,57.59,5.96,0.0,947.61
2025-02-27 03:33:00+00:00,Rad_S_2_in,69.67,4.93,0.0,947.27
2025-02-27 03:33:00+00:00,Temp_N_2_out,53.8,6.19,0.0,947.75
2025-02-27 03:33:00+00:00,Rad_N_3_in,74.12,4.56,0.0,946.24
2025-02-27 03:33:00+00:00,Temp_N_3_in,61.01,6.05,0.0,947.2
2025-02-27 03:33:00+00:00,Temp_S_2_out,60.15,6.01,0.0,946.78
2025-02-27 03:33:00+00:00,Rad_S_1_in,97.35,4.34,0.0,946.4
2025-02-27 03:33:00+00:00,Temp_S_3_out,65.94,5.98,0.0,947.02
2025-02-27 03:33:00+00:00,Rad_N_1_out,70.33,5.06,0.0,946.51
2025-02-27 03:33:00+00:00,Rad_S_1_out,76.3,4.69,0.0,947.68
2025-02-27 03:33:00+00:00,Rad_S_3_out,68.53,4.71,0.0,947.15
2025-02-27 03:33:00+00:00,Temp_S_1_out,63.28,6.04,0.0,946.45
2025-02-27 03:36:00+00:00,Rad_S_3_out,68.24,4.76,0.0,947.13
2025-02-27 03:36:00+00:00,Temp_S_1_out,62.9,6.09,0.0,946.45
2025-02-27 03:36:00+00:00,Temp_N_3_out,57.21,5.98,0.0,947.63
2025-02-27 03:36:00+00:00,Temp_N_3_in,60.72,6.08,0.0,947.14
2025-02-27 03:36:00+00:00,Temp_S_2_out,59.87,6.03,0.0,946.82
2025-02-27 03:36:00+00:00,Rad_S_1_in,96.78,4.38,0.0,946.35
2025-02-27 03:36:00+00:00,Temp_N_2_out,53.51,6.24,0.0,947.73
2025-02-27 03:36:00+00:00,Rad_N_3_in,73.84,4.63,0.0,946.31
2025-02-27 03:36:00+00:00,Temp_N_2_in,56.86,6.16,0.0,947.45
2025-02-27 03:36:00+00:00,Rad_S_2_in,69.13,5.01,0.0,947.33
2025-02-27 03:36:00+00:00,Rad_S_3_in,76.02,4.77,0.0,947.58
2025-02-27 03:36:00+00:00,Temp_S_3_in,61.19,6.19,0.0,947.11
2025-02-27 03:36:00+00:00,Temp_N_1_in,62.43,6.18,727.68,946.13
2025-02-27 03:36:00+00:00,Rad_S_1_out,75.36,4.75,0.0,947.6
2025-02-27 03:36:00+00:00,Rad_N_1_out,70.08,5.12,0.0,946.45
2025-02-27 03:36:00+00:00,Temp_S_3_out,64.99,6.01,0.0,947.01
2025-02-27 03:39:00+00:00,Temp_N_1_in,62.18,6.24,727.68,946.03
2025-02-27 03:39:00+00:00,Rad_S_2_in,68.75,5.04,0.0,947.24
2025-02-27 03:39:00+00:00,Temp_S_3_in,60.82,6.22,0.0,947.02
2025-02-27 03:39:00+00:00,Temp_S_1_out,62.53,6.13,0.0,946.34
2025-02-27 03:39:00+00:00,Temp_N_2_out,53.03,6.27,0.0,947.67
2025-02-27 03:39:00+00:00,Rad_N_1_out,69.7,5.15,0.0,946.37
2025-02-27 03:39:00+00:00,Rad_S_1_out,74.6,4.83,0.0,947.57
2025-02-27 03:39:00+00:00,Rad_S_3_in,75.64,4.81,0.0,947.51
2025-02-27 03:39:00+00:00,Temp_S_3_out,64.7,6.05,0.0,946.93
2025-02-27 03:39:00+00:00,Rad_S_3_out,67.68,4.83,0.0,946.98
2025-02-27 03:39:00+00:00,Temp_N_3_in,60.53,6.11,0.0,947.14
2025-02-27 03:39:00+00:00,Rad_N_3_in,73.37,4.66,0.0,946.27
2025-02-27 03:39:00+00:00,Temp_S_2_out,59.58,6.07,0.0,946.7
2025-02-27 03:39:00+00:00,Temp_N_3_out,57.21,5.98,0.0,947.54
2025-02-27 03:39:00+00:00,Rad_S_1_in,96.68,4.43,0.0,946.26
2025-02-27 03:39:00+00:00,Temp_N_2_in,56.48,6.19,0.0,947.4
2025-02-27 03:42:00+00:00,Temp_N_2_in,56.57,6.22,0.0,947.42
2025-02-27 03:42:00+00:00,Rad_S_1_out,74.35,4.85,0.0,947.52
2025-02-27 03:42:00+00:00,Rad_S_2_in,68.56,5.07,0.0,947.16
2025-02-27 03:42:00+00:00,Temp_N_1_in,61.8,6.27,727.68,945.98
2025-02-27 03:42:00+00:00,Temp_S_1_out,62.24,6.14,0.0,946.4
2025-02-27 03:42:00+00:00,Rad_N_1_out,69.51,5.17,0.0,946.34
2025-02-27 03:42:00+00:00,Temp_S_2_out,59.3,6.09,0.0,946.6
2025-02-27 03:42:00+00:00,Rad_S_1_in,96.4,4.48,0.0,946.26
2025-02-27 03:42:00+00:00,Rad_S_3_out,67.49,4.85,0.0,946.98
2025-02-27 03:42:00+00:00,Temp_N_2_out,52.85,6.29,0.0,947.58
2025-02-27 03:42:00+00:00,Temp_N_3_out,57.21,6.04,0.0,947.44
2025-02-27 03:42:00+00:00,Temp_N_3_in,60.34,6.14,0.0,946.99
2025-02-27 03:42:00+00:00,Temp_S_3_out,64.52,6.06,0.0,946.85
2025-02-27 03:42:00+00:00,Temp_S_3_in,60.85,6.25,0.0,946.92
2025-02-27 03:42:00+00:00,Rad_S_3_in,75.45,4.87,0.0,947.48
2025-02-27 03:42:00+00:00,Rad_N_3_in,73.18,4.71,0.0,946.26
2025-02-27 03:45:00+00:00,Temp_N_3_out,56.93,6.06,0.0,947.61
2025-02-27 03:45:00+00:00,Temp_N_2_in,56.29,6.23,0.0,947.4
2025-02-27 03:45:00+00:00,Rad_S_1_out,73.97,4.87,0.0,947.55
2025-02-27 03:45:00+00:00,Temp_N_2_out,52.68,6.32,0.0,947.7
2025-02-27 03:45:00+00:00,Temp_S_2_out,59.3,6.11,0.0,946.75
2025-02-27 03:45:00+00:00,Temp_S_1_out,62.15,6.18,0.0,946.37
2025-02-27 03:45:00+00:00,Rad_S_1_in,96.4,4.49,0.0,946.21
2025-02-27 03:45:00+00:00,Rad_N_1_out,69.23,5.19,0.0,946.37
2025-02-27 03:45:00+00:00,Rad_S_3_in,75.17,4.9,0.0,947.45
2025-02-27 03:45:00+00:00,Temp_S_3_in,60.56,6.27,0.0,947.0
2025-02-27 03:45:00+00:00,Rad_N_3_in,72.7,4.75,0.0,946.26
2025-02-27 03:45:00+00:00,Temp_N_3_in,60.15,6.14,0.0,947.03
2025-02-27 03:45:00+00:00,Rad_S_3_out,67.39,4.89,0.0,947.0
2025-02-27 03:45:00+00:00,Rad_S_2_in,68.37,5.13,0.0,947.16
2025-02-27 03:45:00+00:00,Temp_S_3_out,64.23,6.08,0.0,946.93
2025-02-27 03:45:00+00:00,Temp_N_1_in,61.6,6.29,727.68,946.0
2025-02-27 03:48:00+00:00,Rad_N_1_out,69.23,5.19,0.0,946.34
2025-02-27 03:48:00+00:00,Rad_S_2_in,68.28,5.14,0.0,947.13
2025-02-27 03:48:00+00:00,Temp_S_2_out,59.39,6.09,0.0,946.7
2025-02-27 03:48:00+00:00,Rad_S_3_out,67.39,4.93,0.0,946.94
2025-02-27 03:48:00+00:00,Temp_N_1_in,61.6,6.29,727.68,946.0
2025-02-27 03:48:00+00:00,Rad_S_1_in,96.3,4.54,0.0,946.18
2025-02-27 03:48:00+00:00,Rad_S_3_in,75.1,4.93,0.0,947.48
2025-02-27 03:48:00+00:00,Rad_S_1_out,73.97,4.88,0.0,947.57
2025-02-27 03:48:00+00:00,Temp_S_3_out,64.14,6.1,0.0,946.87
2025-02-27 03:48:00+00:00,Temp_N_3_in,60.37,6.16,0.0,947.09
2025-02-27 03:48:00+00:00,Temp_N_3_out,57.02,6.03,0.0,947.49
2025-02-27 03:48:00+00:00,Rad_N_3_in,72.7,4.77,0.0,946.2
2025-02-27 03:48:00+00:00,Temp_S_3_in,60.66,6.24,0.0,946.94
2025-02-27 03:48:00+00:00,Temp_N_2_out,52.85,6.3,0.0,947.58
2025-02-27 03:48:00+00:00,Temp_N_2_in,56.39,6.22,0.0,947.45
2025-02-27 03:48:00+00:00,Temp_S_1_out,62.34,6.16,0.0,946.32
2025-02-27 03:51:00+00:00,Rad_N_3_in,72.7,4.77,0.0,946.25
2025-02-27 03:51:00+00:00,Rad_S_1_out,73.78,4.88,0.0,947.52
2025-02-27 03:51:00+00:00,Temp_S_2_out,59.58,6.06,0.0,946.65
2025-02-27 03:51:00+00:00,Rad_N_1_out,69.23,5.19,0.0,946.32
2025-02-27 03:51:00+00:00,Rad_S_3_out,67.49,4.88,0.0,946.94
2025-02-27 03:51:00+00:00,Rad_S_3_in,75.26,4.9,0.0,947.37
2025-02-27 03:51:00+00:00,Temp_N_2_in,56.2,6.19,0.0,947.37
2025-02-27 03:51:00+00:00,Temp_S_3_out,64.52,6.05,0.0,946.87
2025-02-27 03:51:00+00:00,Temp_N_3_in,60.53,6.1,0.0,947.03
2025-02-27 03:51:00+00:00,Temp_N_3_out,56.93,6.01,0.0,947.46
2025-02-27 03:51:00+00:00,Temp_S_1_out,62.53,6.11,0.0,946.4
2025-02-27 03:51:00+00:00,Temp_N_1_in,62.08,6.24,727.68,945.93
2025-02-27 03:51:00+00:00,Temp_S_3_in,60.72,6.21,0.0,947.0
2025-02-27 03:51:00+00:00,Rad_S_2_in,68.37,5.1,0.0,947.19
2025-02-27 03:51:00+00:00,Rad_S_1_in,96.49,4.46,0.0,946.21
2025-02-27 03:51:00+00:00,Temp_N_2_out,53.13,6.27,0.0,947.53
2025-02-27 03:54:00+00:00,Rad_S_1_out,73.78,4.88,0.0,947.55
2025-02-27 03:54:00+00:00,Rad_N_1_out,69.23,5.18,0.0,946.37
2025-02-27 03:54:00+00:00,Temp_N_2_out,53.13,6.26,0.0,947.59
2025-02-27 03:54:00+00:00,Temp_N_1_in,61.89,6.24,727.68,945.95
2025-02-27 03:54:00+00:00,Temp_N_2_in,56.48,6.18,0.0,947.34
2025-02-27 03:54:00+00:00,Temp_S_3_out,64.42,6.03,0.0,946.87
2025-02-27 03:54:00+00:00,Rad_S_2_in,68.28,5.07,0.0,947.24
2025-02-27 03:54:00+00:00,Rad_S_3_in,74.98,4.88,0.0,947.48
2025-02-27 03:54:00+00:00,Temp_S_1_out,62.05,6.16,0.0,946.34
2025-02-27 03:54:00+00:00,Temp_S_3_in,60.91,6.19,0.0,946.94
2025-02-27 03:54:00+00:00,Temp_N_3_out,57.12,6.01,0.0,947.56
2025-02-27 03:54:00+00:00,Temp_S_2_out,59.58,6.06,0.0,946.7
2025-02-27 03:54:00+00:00,Rad_N_3_in,72.89,4.75,0.0,946.25
2025-02-27 03:54:00+00:00,Rad_S_1_in,96.49,4.46,0.0,946.21
2025-02-27 03:54:00+00:00,Temp_N_3_in,60.53,6.1,0.0,947.03
2025-02-27 03:54:00+00:00,Rad_S_3_out,67.39,4.86,0.0,947.02
2025-02-27 03:57:00+00:00,Temp_N_1_in,61.6,6.27,727.68,945.95
2025-02-27 03:57:00+00:00,Rad_S_1_out,73.49,4.93,0.0,947.58
2025-02-27 03:57:00+00:00,Temp_N_3_out,56.83,6.04,0.0,947.49
2025-02-27 03:57:00+00:00,Temp_S_3_in,60.63,6.22,0.0,946.92
2025-02-27 03:57:00+00:00,Temp_N_3_in,60.15,6.13,0.0,947.03
2025-02-27 03:57:00+00:00,Temp_S_2_out,59.3,6.1,0.0,946.62
2025-02-27 03:57:00+00:00,Rad_S_3_out,67.11,4.94,0.0,946.94
2025-02-27 03:57:00+00:00,Rad_S_3_in,74.73,4.95,0.0,947.45
2025-02-27 03:57:00+00:00,Rad_S_2_in,68.09,5.11,0.0,947.11
2025-02-27 03:57:00+00:00,Temp_N_2_out,52.56,6.3,0.0,947.5
2025-02-27 03:57:00+00:00,Rad_N_3_in,72.6,4.8,0.0,946.17
2025-02-27 03:57:00+00:00,Rad_S_1_in,96.4,4.49,0.0,946.23
2025-02-27 03:57:00+00:00,Rad_N_1_out,68.94,5.19,0.0,946.29
2025-02-27 03:57:00+00:00,Temp_S_3_out,64.14,6.1,0.0,946.83
2025-02-27 03:57:00+00:00,Temp_N_2_in,56.1,6.22,0.0,947.29
2025-02-27 03:57:00+00:00,Temp_S_1_out,61.96,6.14,0.0,946.37
2025-02-27 04:00:00+00:00,Temp_N_2_in,56.1,6.23,0.0,947.39
2025-02-27 04:00:00+00:00,Rad_S_3_out,67.01,4.94,0.0,946.96
2025-02-27 04:00:00+00:00,Temp_S_3_in,60.47,6.25,0.0,946.96
2025-02-27 04:00:00+00:00,Temp_S_2_out,59.21,6.1,0.0,946.65
2025-02-27 04:00:00+00:00,Rad_N_3_in,72.41,4.81,0.0,946.35
2025-02-27 04:00:00+00:00,Rad_S_1_out,73.3,4.9,0.0,947.53
2025-02-27 04:00:00+00:00,Temp_N_1_in,61.51,6.27,727.68,946.02
2025-02-27 04:00:00+00:00,Temp_N_3_in,60.06,6.14,0.0,947.03
2025-02-27 04:00:00+00:00,Rad_S_1_in,96.3,4.49,0.0,946.28
2025-02-27 04:00:00+00:00,Rad_S_2_in,67.9,5.17,0.0,947.21
2025-02-27 04:00:00+00:00,Temp_S_1_out,61.67,6.18,0.0,946.4
2025-02-27 04:00:00+00:00,Temp_S_3_out,63.95,6.06,0.0,946.79
2025-02-27 04:00:00+00:00,Temp_N_3_out,56.74,6.04,0.0,947.49
2025-02-27 04:00:00+00:00,Rad_S_3_in,74.63,4.96,0.0,947.48
2025-02-27 04:00:00+00:00,Rad_N_1_out,68.94,5.22,0.0,946.37
2025-02-27 04:00:00+00:00,Temp_N_2_out,52.68,6.32,0.0,947.58
2025-02-27 04:03:00+00:00,Rad_S_2_in,67.81,5.16,0.0,947.16
2025-02-27 04:03:00+00:00,Temp_N_2_out,52.3,6.32,0.0,947.55
2025-02-27 04:03:00+00:00,Temp_S_3_in,60.09,6.27,0.0,947.01
2025-02-27 04:03:00+00:00,Temp_N_2_in,55.43,6.26,0.0,947.4
2025-02-27 04:03:00+00:00,Rad_S_3_in,74.54,4.96,0.0,947.48
2025-02-27 04:03:00+00:00,Rad_S_1_out,73.02,4.94,0.0,947.6
2025-02-27 04:03:00+00:00,Rad_N_1_out,68.66,5.21,0.0,946.4
2025-02-27 04:03:00+00:00,Temp_N_1_in,61.41,6.29,727.68,946.0
2025-02-27 04:03:00+00:00,Rad_S_3_out,66.63,4.94,0.0,947.07
2025-02-27 04:03:00+00:00,Temp_S_1_out,61.77,6.19,0.0,946.42
2025-02-27 04:03:00+00:00,Temp_S_3_out,63.86,6.11,0.0,946.87
2025-02-27 04:03:00+00:00,Rad_S_1_in,96.4,4.51,0.0,946.23
2025-02-27 04:03:00+00:00,Temp_S_2_out,58.83,6.11,0.0,946.7
2025-02-27 04:03:00+00:00,Rad_N_3_in,72.03,4.83,0.0,946.31
2025-02-27 04:03:00+00:00,Temp_N_3_in,59.99,6.16,0.0,947.09
2025-02-27 04:03:00+00:00,Temp_N_3_out,56.45,6.07,0.0,947.54
2025-02-27 04:06:00+00:00,Temp_N_2_in,55.63,6.29,0.0,947.39
2025-02-27 04:06:00+00:00,Temp_S_1_out,61.57,6.22,0.0,946.45
2025-02-27 04:06:00+00:00,Rad_S_2_in,67.52,5.19,0.0,947.19
2025-02-27 04:06:00+00:00,Rad_S_1_out,72.83,4.95,0.0,947.52
2025-02-27 04:06:00+00:00,Temp_S_3_in,59.9,6.31,0.0,947.0
2025-02-27 04:06:00+00:00,Temp_S_3_out,63.76,6.13,0.0,946.9
2025-02-27 04:06:00+00:00,Rad_S_3_in,74.45,4.98,0.0,947.5
2025-02-27 04:06:00+00:00,Temp_N_1_in,61.23,6.32,727.68,946.05
2025-02-27 04:06:00+00:00,Rad_S_1_in,96.21,4.56,0.0,946.31
2025-02-27 04:06:00+00:00,Temp_N_3_out,56.35,6.09,0.0,947.62
2025-02-27 04:06:00+00:00,Rad_N_1_out,68.56,5.24,0.0,946.39
2025-02-27 04:06:00+00:00,Temp_N_3_in,59.71,6.19,0.0,947.12
2025-02-27 04:06:00+00:00,Rad_S_3_out,66.54,4.97,0.0,947.0
2025-02-27 04:06:00+00:00,Temp_S_2_out,58.73,6.16,0.0,946.73
2025-02-27 04:06:00+00:00,Temp_N_2_out,52.21,6.33,0.0,947.65
2025-02-27 04:06:00+00:00,Rad_N_3_in,71.94,4.86,0.0,946.26
2025-02-27 04:09:00+00:00,Rad_S_3_out,66.35,5.0,0.0,946.94
2025-02-27 04:09:00+00:00,Temp_N_2_out,52.21,6.36,0.0,947.62
2025-02-27 04:09:00+00:00,Rad_N_1_out,68.37,5.28,0.0,946.39
2025-02-27 04:09:00+00:00,Temp_N_3_in,59.61,6.2,0.0,947.03
2025-02-27 04:09:00+00:00,Temp_N_1_in,61.04,6.34,727.68,946.12
2025-02-27 04:09:00+00:00,Temp_N_2_in,55.63,6.29,0.0,947.45
2025-02-27 04:09:00+00:00,Temp_S_2_out,58.63,6.16,0.0,946.7
2025-02-27 04:09:00+00:00,Rad_N_3_in,71.75,4.89,0.0,946.36
2025-02-27 04:09:00+00:00,Rad_S_2_in,67.33,5.2,0.0,947.26
2025-02-27 04:09:00+00:00,Temp_N_3_out,56.45,6.1,0.0,947.54
2025-02-27 04:09:00+00:00,Rad_S_3_in,74.16,5.01,0.0,947.48
2025-02-27 04:09:00+00:00,Rad_S_1_in,96.02,4.57,0.0,946.23
2025-02-27 04:09:00+00:00,Temp_S_1_out,61.41,6.24,0.0,946.4
2025-02-27 04:09:00+00:00,Temp_S_3_in,59.9,6.31,0.0,947.01
2025-02-27 04:09:00+00:00,Rad_S_1_out,72.64,4.95,0.0,947.6
2025-02-27 04:09:00+00:00,Temp_S_3_out,63.6,6.16,0.0,946.93
2025-02-27 04:12:00+00:00,Temp_N_2_out,52.11,6.4,0.0,947.67
2025-02-27 04:12:00+00:00,Temp_N_3_out,56.26,6.14,0.0,947.57
2025-02-27 04:12:00+00:00,Temp_S_3_out,63.57,6.14,0.0,946.95
2025-02-27 04:12:00+00:00,Temp_S_1_out,61.41,6.25,0.0,946.45
2025-02-27 04:12:00+00:00,Rad_N_1_out,68.28,5.3,0.0,946.44
2025-02-27 04:12:00+00:00,Temp_N_2_in,55.63,6.34,0.0,947.5
2025-02-27 04:12:00+00:00,Rad_S_2_in,67.33,5.22,0.0,947.21
2025-02-27 04:12:00+00:00,Temp_N_1_in,61.13,6.32,727.68,946.09
2025-02-27 04:12:00+00:00,Temp_S_2_out,58.54,6.19,0.0,946.75
2025-02-27 04:12:00+00:00,Rad_S_3_out,66.44,5.03,0.0,947.08
2025-02-27 04:12:00+00:00,Rad_S_1_in,96.02,4.6,0.0,946.24
2025-02-27 04:12:00+00:00,Rad_S_3_in,74.16,5.01,0.0,947.55
2025-02-27 04:12:00+00:00,Rad_S_1_out,72.55,4.98,0.0,947.62
2025-02-27 04:12:00+00:00,Temp_N_3_in,59.52,6.23,0.0,947.14
2025-02-27 04:12:00+00:00,Rad_N_3_in,71.66,4.95,0.0,946.43
2025-02-27 04:12:00+00:00,Temp_S_3_in,59.8,6.34,0.0,946.99
2025-02-27 04:15:00+00:00,Temp_N_3_in,59.33,6.27,0.0,947.19
2025-02-27 04:15:00+00:00,Temp_S_3_in,59.8,6.35,0.0,947.12
2025-02-27 04:15:00+00:00,Rad_S_3_out,66.25,5.04,0.0,947.07
2025-02-27 04:15:00+00:00,Temp_S_3_out,63.6,6.17,0.0,946.95
2025-02-27 04:15:00+00:00,Temp_N_1_in,61.04,6.35,727.68,946.14
2025-02-27 04:15:00+00:00,Temp_N_3_out,56.35,6.16,0.0,947.6
2025-02-27 04:15:00+00:00,Rad_S_1_out,72.45,5.03,0.0,947.6
2025-02-27 04:15:00+00:00,Rad_N_3_in,71.66,4.95,0.0,946.4
2025-02-27 04:15:00+00:00,Rad_S_1_in,95.92,4.63,0.0,946.31
2025-02-27 04:15:00+00:00,Temp_N_2_in,55.43,6.36,0.0,947.5
2025-02-27 04:15:00+00:00,Rad_N_1_out,68.18,5.33,0.0,946.47
2025-02-27 04:15:00+00:00,Rad_S_3_in,74.07,5.03,0.0,947.56
2025-02-27 04:15:00+00:00,Temp_N_2_out,51.92,6.43,0.0,947.64
2025-02-27 04:15:00+00:00,Temp_S_1_out,61.32,6.28,0.0,946.4
2025-02-27 04:15:00+00:00,Temp_S_2_out,58.54,6.22,0.0,946.77
2025-02-27 04:15:00+00:00,Rad_S_2_in,67.14,5.25,0.0,947.29
2025-02-27 04:18:00+00:00,Temp_N_3_out,56.45,6.13,0.0,947.6
2025-02-27 04:18:00+00:00,Temp_S_2_out,58.83,6.19,0.0,946.84
2025-02-27 04:18:00+00:00,Rad_S_3_out,66.54,5.01,0.0,947.15
2025-02-27 04:18:00+00:00,Rad_N_1_out,68.37,5.3,0.0,946.52
2025-02-27 04:18:00+00:00,Temp_N_1_in,61.41,6.35,727.68,946.14
2025-02-27 04:18:00+00:00,Rad_S_2_in,67.43,5.24,0.0,947.26
2025-02-27 04:18:00+00:00,Temp_S_3_in,60.18,6.32,0.0,947.07
2025-02-27 04:18:00+00:00,Temp_S_3_out,63.79,6.19,0.0,947.02
2025-02-27 04:18:00+00:00,Temp_N_2_in,55.82,6.29,0.0,947.47
2025-02-27 04:18:00+00:00,Rad_S_3_in,74.26,5.05,0.0,947.63
2025-02-27 04:18:00+00:00,Temp_N_3_in,59.8,6.23,0.0,947.17
2025-02-27 04:18:00+00:00,Rad_S_1_out,72.36,5.03,0.0,947.68
2025-02-27 04:18:00+00:00,Temp_N_2_out,52.3,6.37,0.0,947.66
2025-02-27 04:18:00+00:00,Temp_S_1_out,61.7,6.24,0.0,946.45
2025-02-27 04:18:00+00:00,Rad_N_3_in,71.75,4.92,0.0,946.34
2025-02-27 04:18:00+00:00,Rad_S_1_in,96.21,4.6,0.0,946.36
2025-02-27 04:21:00+00:00,Temp_N_3_in,59.61,6.21,0.0,947.12
2025-02-27 04:21:00+00:00,Rad_N_1_out,68.28,5.3,0.0,946.42
2025-02-27 04:21:00+00:00,Rad_S_2_in,67.43,5.27,0.0,947.24
2025-02-27 04:21:00+00:00,Temp_S_3_out,63.79,6.16,0.0,946.9
2025-02-27 04:21:00+00:00,Rad_S_1_out,72.55,4.98,0.0,947.63
2025-02-27 04:21:00+00:00,Rad_S_3_out,66.54,5.03,0.0,947.1
2025-02-27 04:21:00+00:00,Temp_N_1_in,61.41,6.34,727.68,946.04
2025-02-27 04:21:00+00:00,Temp_N_2_in,55.82,6.33,0.0,947.42
2025-02-27 04:21:00+00:00,Rad_S_1_in,96.11,4.6,0.0,946.29
2025-02-27 04:21:00+00:00,Temp_N_2_out,52.3,6.39,0.0,947.72
2025-02-27 04:21:00+00:00,Temp_N_3_out,56.45,6.13,0.0,947.55
2025-02-27 04:21:00+00:00,Rad_N_3_in,71.94,4.95,0.0,946.36
2025-02-27 04:21:00+00:00,Temp_S_2_out,58.73,6.19,0.0,946.84
2025-02-27 04:21:00+00:00,Temp_S_1_out,61.6,6.24,0.0,946.4
2025-02-27 04:21:00+00:00,Temp_S_3_in,60.18,6.32,0.0,946.99
2025-02-27 04:21:00+00:00,Rad_S_3_in,74.26,5.02,0.0,947.61
2025-02-27 04:24:00+00:00,Rad_S_2_in,67.43,5.25,0.0,947.13
2025-02-27 04:24:00+00:00,Rad_S_1_in,96.21,4.6,0.0,946.21
2025-02-27 04:24:00+00:00,Temp_N_2_out,52.4,6.39,0.0,947.56
2025-02-27 04:24:00+00:00,Temp_S_3_out,63.89,6.16,0.0,946.9
2025-02-27 04:24:00+00:00,Temp_N_2_in,55.91,6.31,0.0,947.39
2025-02-27 04:24:00+00:00,Temp_N_3_out,56.64,6.13,0.0,947.55
2025-02-27 04:24:00+00:00,Rad_N_1_out,68.37,5.3,0.0,946.37
2025-02-27 04:24:00+00:00,Rad_S_1_out,72.64,5.01,0.0,947.58
